Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City,Price_per_sqm
2,450000,1,1,49,0,0,Installment,1,112,9183.673469387755
0,2450000,4,1,160,0,3,Cash,1,174,15312.5
0,4200000,3,3,108,0,2,Cash,2,170,38888.88888888889
0,1850000,3,1,140,0,7,Cash,1,95,13214.285714285714
0,979000,3,2,159,0,2,Cash or Installment,1,192,6157.232704402516
0,5267000,1,2,90,0,1,Cash or Installment,1,152,58522.22222222222
0,1400000,3,2,185,0,1,Cash,1,117,7567.5675675675675
0,2500000,3,3,225,0,1,Cash,1,77,11111.111111111111
0,2878000,2,2,142,0,4,Cash or Installment,3,93,20267.605633802817
0,2950000,3,3,215,0,1,Cash,1,181,13720.93023255814
0,5400000,2,3,130,0,0,Installment,3,176,41538.46153846154
0,257000,2,1,130,0,0,Cash or Installment,3,138,1976.923076923077
0,2586400,3,2,212,0,2,Installment,3,137,12200.0
0,450000,3,3,165,0,2,Cash or Installment,2,137,2727.2727272727275
0,430000,3,2,180,0,3,Cash,2,112,2388.8888888888887
0,3850000,3,3,183,0,1,Installment,3,151,21038.251366120217
2,285000,1,1,55,0,0,Cash or Installment,1,112,5181.818181818182
0,2650000,3,3,180,1,3,Cash,1,102,14722.222222222223
0,520000,3,1,130,0,3,Cash,1,135,4000.0
0,1995000,2,2,95,0,3,Cash or Installment,2,85,21000.0
0,1500000,2,2,105,0,0,Cash or Installment,0,170,14285.714285714286
0,1750000,3,3,180,0,2,Cash,2,170,9722.222222222223
0,4800000,3,3,240,0,1,Cash or Installment,1,95,20000.0
1,2800000,3,3,260,0,0,Cash,1,137,10769.23076923077
2,1468000,1,1,57,0,2,Cash or Installment,2,0,25754.385964912282
0,420000,3,1,125,0,2,Cash or Installment,3,184,3360.0
1,4300000,3,3,178,0,0,Cash,1,8,24157.303370786518
0,2900000,2,1,90,0,5,Cash,2,159,32222.222222222223
0,6984000,3,3,177,0,3,Cash or Installment,1,137,39457.627118644064
0,3000000,3,3,186,0,8,Cash,1,177,16129.032258064517
0,355000,2,1,100,0,1,Cash,1,135,3550.0
0,400000,3,2,145,0,2,Installment,1,184,2758.6206896551726
0,360000,3,1,125,0,6,Cash or Installment,1,135,2880.0
0,950000,3,2,180,0,1,Cash,2,77,5277.777777777777
0,2550000,2,2,122,0,2,Installment,2,165,20901.639344262294
0,2400000,2,1,100,0,5,Cash,1,112,24000.0
0,3800000,3,2,128,0,0,Cash or Installment,1,112,29687.5
0,440000,3,1,140,0,2,Cash,1,135,3142.8571428571427
0,761000,2,1,90,0,0,Cash or Installment,2,137,8455.555555555555
0,2650000,2,3,200,0,0,Cash,1,66,13250.0
0,3500000,3,3,175,0,5,Cash,3,133,20000.0
0,1233000,3,2,215,0,2,Cash,3,151,5734.883720930233
0,2200000,2,2,93,0,2,Cash,1,0,23655.913978494624
0,760000,3,2,160,0,5,Cash,1,115,4750.0
0,8452000,3,2,165,0,1,Installment,3,1,51224.242424242424
0,1890000,3,2,175,0,2,Cash or Installment,3,0,10800.0
0,4500000,3,2,167,0,4,Cash,1,163,26946.107784431137
0,1400000,4,2,185,0,0,Cash,1,77,7567.5675675675675
0,5871000,3,2,169,0,0,Installment,3,170,34739.6449704142
0,7700000,3,3,210,0,2,Cash,2,105,36666.666666666664
1,750000,4,3,265,0,2,Cash,2,170,2830.188679245283
0,2559000,2,1,138,0,2,Installment,2,79,18543.478260869564
0,3400000,4,3,226,0,4,Installment,3,138,15044.247787610619
0,238000,3,2,158,0,2,Cash or Installment,2,0,1506.3291139240507
0,1450000,3,2,162,0,0,Cash,1,66,8950.617283950618
0,3750000,3,3,225,0,7,Cash,1,108,16666.666666666668
0,370000,2,2,113,0,2,Cash or Installment,2,137,3274.336283185841
0,8046000,2,2,135,0,2,Cash,1,151,59600.0
0,2300000,3,2,140,0,4,Installment,1,112,16428.571428571428
2,3150000,1,1,50,0,3,Cash or Installment,2,0,63000.0
0,5214000,4,4,199,0,5,Cash or Installment,3,137,26201.00502512563
0,1790000,3,2,150,0,6,Cash,1,108,11933.333333333334
0,3730000,3,3,165,0,0,Cash,2,188,22606.060606060608
0,2100000,3,2,130,0,1,Cash,2,159,16153.846153846154
0,2966000,3,3,210,0,3,Cash,2,119,14123.809523809523
0,1871000,3,3,173,0,2,Cash,3,127,10815.028901734104
0,3800000,3,2,140,0,4,Cash or Installment,1,112,27142.85714285714
0,1060000,2,2,120,0,4,Cash or Installment,1,202,8833.333333333334
0,1150000,2,1,95,0,8,Cash,1,168,12105.263157894737
0,1400000,3,2,175,1,2,Cash,2,80,8000.0
0,2160000,2,2,129,0,0,Cash or Installment,0,87,16744.18604651163
0,400000,3,2,140,0,3,Cash or Installment,2,0,2857.1428571428573
0,5400000,3,1,160,0,3,Cash,1,71,33750.0
0,3200000,3,2,148,0,2,Installment,1,137,21621.62162162162
0,2897000,3,2,175,0,5,Installment,2,0,16554.285714285714
0,4200000,2,1,168,0,3,Cash or Installment,2,170,25000.0
0,3833000,3,3,144,0,2,Cash,3,127,26618.055555555555
0,4500164,4,2,215,0,2,Cash or Installment,3,138,20930.99534883721
0,4034000,2,2,135,0,2,Cash or Installment,2,0,29881.48148148148
0,4200000,3,3,200,0,5,Cash,2,177,21000.0
0,6500000,3,1,184,0,3,Cash or Installment,3,137,35326.086956521736
0,8750000,3,4,203,0,3,Cash,2,186,43103.44827586207
0,3300000,4,3,220,0,2,Cash or Installment,3,0,15000.0
0,5294946,2,2,125,0,2,Cash,2,170,42359.568
0,3500000,3,3,240,0,1,Cash,2,122,14583.333333333334
0,2300000,3,2,220,0,2,Cash,3,146,10454.545454545454
0,3250000,3,3,211,0,0,Cash,1,0,15402.843601895735
0,2835000,3,2,210,0,0,Cash or Installment,2,170,13500.0
0,4420000,2,3,145,0,0,Cash or Installment,3,85,30482.758620689656
0,469933,3,3,123,0,3,Cash or Installment,1,37,3820.5934959349593
0,5750000,2,3,152,0,1,Cash,1,179,37828.94736842105
0,350000,3,2,148,0,0,Cash or Installment,2,112,2364.864864864865
0,4900000,2,2,183,0,2,Cash or Installment,1,156,26775.956284153006
0,4600000,3,2,200,0,8,Cash,1,163,23000.0
0,4100000,2,2,128,0,3,Cash or Installment,3,137,32031.25
0,420000,3,1,85,0,3,Cash,1,70,4941.176470588235
0,5965000,3,2,130,0,2,Installment,3,23,45884.61538461538
1,1300000,3,2,142,0,4,Installment,1,75,9154.929577464789
0,245000,2,1,85,0,1,Cash,1,135,2882.3529411764707
0,2000000,3,3,176,0,0,Cash or Installment,2,133,11363.636363636364
0,3968000,2,2,125,0,3,Cash or Installment,2,170,31744.0
0,600000,3,2,170,0,7,Cash,2,60,3529.4117647058824
1,7650000,3,3,278,0,0,Cash,3,132,27517.98561151079
0,920000,3,2,131,0,0,Cash or Installment,1,184,7022.900763358779
0,1700000,3,1,160,0,1,Cash,1,174,10625.0
0,2800000,2,2,96,0,1,Cash,1,112,29166.666666666668
0,920000,3,2,126,0,3,Installment,1,112,7301.587301587301
1,7928000,3,3,262,0,0,Cash or Installment,2,170,30259.541984732823
0,425000,3,2,130,0,2,Installment,2,170,3269.230769230769
0,600000,2,1,86,0,5,Cash,1,174,6976.7441860465115
0,1100000,3,3,149,0,3,Cash,2,138,7382.5503355704695
0,5890000,3,3,120,0,0,Cash or Installment,3,52,49083.333333333336
0,1760000,3,3,200,0,1,Cash or Installment,2,0,8800.0
0,1400000,4,1,171,0,1,Cash,1,106,8187.1345029239765
0,4350000,3,2,145,0,7,Cash or Installment,1,35,30000.0
0,4992317,2,2,138,0,2,Cash or Installment,1,1,36176.210144927536
0,4700000,3,2,150,0,2,Cash,2,0,31333.333333333332
0,3650000,3,2,127,0,4,Cash,1,159,28740.15748031496
0,496000,3,4,180,0,0,Cash or Installment,1,61,2755.5555555555557
0,620000,3,1,125,0,4,Cash,1,135,4960.0
0,2625000,3,2,181,0,8,Cash,3,157,14502.762430939227
0,1200000,3,3,220,0,4,Cash or Installment,3,170,5454.545454545455
0,350000,2,1,120,0,5,Cash,1,5,2916.6666666666665
0,615000,3,2,165,0,0,Cash or Installment,2,188,3727.2727272727275
0,3880000,3,3,165,0,2,Installment,3,133,23515.151515151516
0,2500000,3,3,260,0,0,Cash,1,171,9615.384615384615
0,920000,3,2,185,0,0,Cash or Installment,2,0,4972.972972972973
0,820000,2,2,148,0,5,Installment,1,210,5540.540540540541
0,580000,2,2,139,0,0,Cash or Installment,2,65,4172.661870503597
0,7000000,4,3,260,0,3,Cash,1,137,26923.076923076922
0,5916383,3,2,151,0,2,Cash or Installment,3,133,39181.34437086093
0,3200000,3,3,197,0,2,Cash,2,36,16243.654822335026
1,1915000,3,4,175,0,0,Cash,2,137,10942.857142857143
1,1660000,3,3,175,0,3,Cash or Installment,3,0,9485.714285714286
0,3650000,3,2,210,0,2,Cash,1,137,17380.95238095238
0,1500000,2,2,120,0,4,Installment,3,133,12500.0
0,2300000,3,2,180,0,2,Cash,2,119,12777.777777777777
0,1570000,3,2,180,0,3,Cash,1,77,8722.222222222223
0,3500000,3,3,144,0,1,Cash or Installment,1,186,24305.555555555555
0,4000000,3,3,190,0,6,Cash,1,123,21052.63157894737
0,3392270,3,2,193,0,2,Cash or Installment,2,138,17576.528497409327
0,850000,2,2,170,0,6,Cash,1,0,5000.0
0,4520000,3,3,195,0,2,Cash or Installment,2,170,23179.48717948718
0,3450000,3,2,170,1,1,Cash,1,170,20294.117647058825
0,396241,3,3,107,0,2,Cash or Installment,1,37,3703.1869158878503
0,800000,4,2,175,0,2,Cash or Installment,1,170,4571.428571428572
0,350000,3,2,150,0,3,Cash or Installment,3,12,2333.3333333333335
0,3600000,2,1,117,0,5,Cash,1,188,30769.23076923077
0,1100000,2,1,75,0,6,Cash,1,177,14666.666666666666
0,3700000,3,2,220,0,4,Cash,1,81,16818.18181818182
0,3650000,3,2,200,0,6,Cash,1,177,18250.0
0,295000,2,1,85,0,1,Cash,1,135,3470.5882352941176
0,2050000,3,3,205,0,2,Cash or Installment,3,0,10000.0
0,1250000,3,2,175,0,3,Cash,1,77,7142.857142857143
0,3872000,4,3,260,0,1,Installment,2,138,14892.307692307691
0,560000,3,2,161,0,2,Cash or Installment,2,184,3478.2608695652175
0,500000,2,2,113,0,2,Cash or Installment,1,0,4424.778761061947
0,4900000,3,3,177,0,6,Cash or Installment,2,162,27683.61581920904
1,950000,4,3,225,0,0,Cash or Installment,1,170,4222.222222222223
0,285000,2,1,100,0,2,Cash,1,135,2850.0
0,1200000,3,2,160,0,2,Cash,2,0,7500.0
2,4500000,1,2,89,0,0,Installment,1,206,50561.79775280899
0,2000000,3,2,185,0,1,Cash,3,0,10810.81081081081
0,1800000,2,1,108,0,3,Cash,2,0,16666.666666666668
0,500000,3,3,160,0,2,Cash or Installment,3,133,3125.0
0,3100300,3,2,140,0,1,Cash or Installment,1,112,22145.0
0,380000,3,2,152,0,2,Cash or Installment,2,137,2500.0
0,4519500,3,3,130,0,4,Installment,1,177,34765.38461538462
0,385000,3,2,133,0,3,Installment,1,112,2894.7368421052633
0,1600000,3,3,168,0,3,Cash or Installment,3,58,9523.809523809523
0,2500000,2,1,90,0,5,Cash,2,112,27777.777777777777
0,2200000,3,3,200,0,0,Cash,1,0,11000.0
0,7946462,2,2,157,0,1,Cash or Installment,1,1,50614.4076433121
0,2830000,3,1,130,0,5,Installment,1,123,21769.23076923077
0,5600000,3,3,155,1,2,Cash,1,159,36129.032258064515
0,1800000,3,1,115,0,2,Cash,2,136,15652.173913043478
0,1200000,3,3,180,0,4,Cash,1,5,6666.666666666667
0,615000,3,3,165,0,0,Cash or Installment,3,137,3727.2727272727275
0,2600000,3,2,150,0,2,Cash or Installment,1,153,17333.333333333332
0,5500000,3,3,253,0,6,Cash,1,157,21739.130434782608
0,2750000,3,1,125,0,3,Cash,1,48,22000.0
0,3097200,3,3,178,0,3,Installment,3,0,17400.0
0,1800000,2,2,80,0,3,Cash or Installment,1,170,22500.0
0,1550000,2,1,85,0,2,Cash,3,0,18235.29411764706
1,570000,3,3,233,0,1,Cash or Installment,1,144,2446.3519313304723
1,370000,3,2,200,0,5,Cash or Installment,1,135,1850.0
1,5313064,4,4,172,0,3,Cash or Installment,1,137,30889.906976744187
0,5272500,3,3,185,0,3,Installment,1,177,28500.0
0,5764000,2,1,131,0,2,Installment,1,23,44000.0
0,960000,3,1,125,0,1,Cash,1,77,7680.0
0,400000,1,2,85,0,1,Installment,3,170,4705.882352941177
0,1500000,2,1,180,0,0,Cash,1,170,8333.333333333334
0,5900000,3,3,173,0,2,Cash,1,186,34104.046242774566
0,2700000,3,2,100,0,3,Cash or Installment,2,0,27000.0
0,2400000,3,2,133,0,2,Cash or Installment,0,19,18045.112781954886
0,1700000,3,3,170,0,3,Cash or Installment,3,172,10000.0
0,3250000,3,3,217,0,2,Cash or Installment,3,48,14976.958525345623
0,4850000,3,3,204,0,4,Cash,1,163,23774.50980392157
0,3250000,4,3,240,0,1,Installment,3,170,13541.666666666666
0,4000000,3,3,240,0,3,Cash,3,137,16666.666666666668
0,820000,3,3,177,0,3,Cash or Installment,2,102,4632.7683615819205
0,1977684,3,2,164,0,0,Installment,3,172,12059.048780487805
0,5500000,3,3,250,0,2,Cash,1,137,22000.0
0,3150000,3,2,180,0,2,Cash or Installment,3,137,17500.0
0,300000,2,2,99,0,0,Cash or Installment,3,0,3030.3030303030305
0,2450000,4,3,250,0,0,Cash,1,77,9800.0
0,5000000,4,3,250,0,3,Cash,1,47,20000.0
0,1000000,3,3,184,0,0,Cash or Installment,1,137,5434.782608695652
0,776000,3,2,165,0,2,Cash or Installment,3,73,4703.030303030303
0,5563000,3,3,185,0,2,Installment,3,93,30070.27027027027
0,2500000,3,2,164,0,3,Cash,1,181,15243.90243902439
0,3600000,2,2,125,0,2,Cash,2,170,28800.0
0,3792000,3,3,150,0,1,Cash or Installment,3,133,25280.0
0,420000,3,1,130,0,0,Cash or Installment,1,135,3230.769230769231
0,75000,1,1,75,0,2,Cash or Installment,2,31,1000.0
0,800000,3,3,177,0,2,Cash or Installment,2,75,4519.774011299435
0,1540000,3,3,175,0,2,Cash or Installment,3,138,8800.0
0,300000,2,1,90,0,5,Cash,1,135,3333.3333333333335
0,250000,3,2,150,0,3,Cash or Installment,2,31,1666.6666666666667
0,3080000,2,2,105,0,3,Installment,0,133,29333.333333333332
2,3830325,1,1,64,0,3,Cash or Installment,1,200,59848.828125
0,4250000,3,3,195,0,0,Cash,1,48,21794.871794871793
0,4450000,2,2,158,0,4,Cash,2,151,28164.556962025315
0,2000000,3,3,200,0,2,Installment,3,0,10000.0
0,950000,3,2,145,0,2,Cash or Installment,2,0,6551.724137931034
0,3500000,3,2,170,0,8,Cash,1,122,20588.235294117647
0,600000,3,3,143,0,1,Installment,1,112,4195.804195804196
0,3120000,3,3,175,0,3,Cash or Installment,3,63,17828.571428571428
0,1784000,3,3,140,0,1,Installment,1,170,12742.857142857143
0,100000,2,2,100,0,3,Installment,2,137,1000.0
0,4500000,3,3,143,0,3,Cash,1,159,31468.53146853147
0,5960000,3,3,200,0,0,Cash or Installment,2,151,29800.0
0,7000000,3,2,140,0,8,Cash or Installment,1,170,50000.0
0,4185000,2,2,125,0,2,Cash or Installment,0,133,33480.0
0,4250000,3,2,124,0,4,Cash,1,112,34274.1935483871
0,5900000,3,3,208,0,4,Cash,2,159,28365.384615384617
0,4284200,2,3,125,0,2,Cash or Installment,1,8,34273.6
1,3430000,3,4,240,0,3,Installment,2,133,14291.666666666666
0,400000,2,1,162,0,0,Cash or Installment,1,135,2469.135802469136
0,324150,3,2,141,0,3,Installment,1,112,2298.936170212766
0,8000000,3,3,190,0,0,Installment,2,206,42105.26315789474
0,1395000,3,3,225,0,2,Cash or Installment,3,0,6200.0
0,5200000,2,2,102,0,1,Cash or Installment,3,137,50980.39215686275
0,4200000,2,2,124,0,2,Cash,2,170,33870.967741935485
0,6100000,3,3,135,0,2,Installment,1,170,45185.18518518518
0,299000,2,1,85,0,2,Cash,3,5,3517.6470588235293
0,5753000,3,2,200,0,2,Cash,2,101,28765.0
0,800000,3,2,150,0,1,Cash or Installment,2,22,5333.333333333333
0,1500000,3,2,135,0,2,Cash or Installment,2,133,11111.111111111111
1,3800000,4,3,255,0,0,Cash,1,0,14901.960784313726
0,750000,3,1,120,1,2,Cash,1,174,6250.0
1,4000000,3,2,150,0,0,Cash,1,170,26666.666666666668
0,3000000,3,2,160,0,1,Cash,1,137,18750.0
0,4407000,3,2,130,0,3,Cash or Installment,2,0,33900.0
0,2910000,3,2,143,0,2,Cash or Installment,2,191,20349.65034965035
0,1100000,2,1,90,0,4,Cash,1,177,12222.222222222223
0,4600000,3,3,125,0,3,Cash or Installment,1,0,36800.0
2,950000,1,1,56,1,1,Cash,1,155,16964.285714285714
0,1105000,3,3,218,0,0,Cash or Installment,1,206,5068.807339449541
0,3250000,3,2,217,0,3,Cash,3,0,14976.958525345623
0,4124000,2,2,151,0,0,Installment,3,0,27311.258278145695
0,4060000,3,3,145,0,3,Cash,1,123,28000.0
0,5750000,3,3,212,0,0,Cash or Installment,1,156,27122.64150943396
0,370000,2,1,100,0,4,Cash,1,135,3700.0
0,3600000,3,2,150,0,0,Cash,1,137,24000.0
0,4100000,2,2,125,0,2,Cash or Installment,1,23,32800.0
0,1450000,3,1,100,1,7,Cash,2,117,14500.0
0,225000,2,2,120,0,4,Installment,1,135,1875.0
0,335000,2,1,100,0,6,Cash or Installment,1,135,3350.0
0,6300000,3,3,156,0,1,Cash,2,53,40384.61538461538
0,1950000,3,3,250,0,3,Cash,1,56,7800.0
0,1800000,1,1,210,0,3,Cash,3,137,8571.42857142857
0,4000000,3,3,155,0,3,Cash,1,159,25806.451612903227
0,740000,3,2,116,0,3,Installment,1,112,6379.310344827586
0,6000000,2,2,140,0,2,Cash or Installment,3,3,42857.142857142855
0,1700000,2,1,147,0,1,Cash,2,170,11564.625850340137
0,7000000,3,3,177,0,2,Cash,1,23,39548.022598870055
0,842000,3,1,105,0,2,Cash or Installment,1,24,8019.047619047619
0,395000,3,1,120,0,3,Cash or Installment,1,135,3291.6666666666665
0,160800,3,3,155,0,1,Cash or Installment,3,138,1037.4193548387098
0,3100000,3,2,116,0,3,Cash,1,112,26724.137931034482
0,2050000,2,1,76,0,0,Cash,1,112,26973.684210526317
1,4100000,4,4,240,0,4,Cash,2,133,17083.333333333332
0,1100000,2,1,71,0,4,Cash,1,170,15492.957746478873
0,1200000,3,2,165,0,1,Cash or Installment,0,160,7272.727272727273
0,4200000,3,2,200,0,4,Cash,2,181,21000.0
0,3400000,4,2,250,0,0,Cash or Installment,3,0,13600.0
0,1700000,4,2,210,0,7,Cash,1,211,8095.238095238095
0,4560000,3,2,131,0,1,Cash,1,112,34809.16030534351
2,520000,1,1,53,0,0,Installment,1,112,9811.32075471698
0,3943703,3,3,182,0,3,Cash,2,170,21668.697802197803
0,3000000,2,2,110,0,3,Cash or Installment,3,0,27272.727272727272
0,4000000,3,2,175,0,3,Cash or Installment,3,170,22857.14285714286
0,5500000,3,3,180,0,2,Cash,2,0,30555.555555555555
0,3319000,2,2,90,0,0,Cash or Installment,1,170,36877.77777777778
0,1200000,3,4,205,0,1,Cash or Installment,2,177,5853.658536585366
0,5200000,3,3,139,0,3,Cash,2,170,37410.07194244604
0,2700000,3,3,175,0,5,Cash or Installment,3,133,15428.57142857143
0,700000,3,3,177,0,3,Cash or Installment,1,23,3954.8022598870057
0,2000000,2,2,125,0,1,Installment,3,133,16000.0
0,1275000,3,2,140,0,3,Cash,1,117,9107.142857142857
0,1550000,2,1,82,0,1,Cash,1,170,18902.439024390245
0,8438514,2,2,167,0,4,Cash or Installment,1,1,50530.023952095806
0,4900000,3,3,167,0,0,Cash,2,0,29341.31736526946
0,4750000,3,2,250,0,0,Cash,1,0,19000.0
0,2300000,1,2,75,0,2,Cash,2,137,30666.666666666668
0,8233000,3,3,199,0,1,Cash,1,170,41371.85929648241
0,1920000,3,1,120,0,6,Installment,1,136,16000.0
0,381000,3,3,186,0,7,Cash or Installment,3,138,2048.3870967741937
0,3500000,3,2,179,0,3,Installment,1,12,19553.072625698325
0,1950000,3,3,175,0,4,Cash or Installment,3,133,11142.857142857143
0,2300000,3,2,134,1,3,Installment,1,12,17164.17910447761
1,7350000,3,3,235,0,3,Cash,0,133,31276.59574468085
0,1500000,3,3,140,0,2,Cash,1,42,10714.285714285714
0,480000,2,1,120,0,1,Cash,1,135,4000.0
0,3570000,3,2,144,0,2,Installment,3,137,24791.666666666668
0,1900000,3,1,135,0,2,Cash,1,162,14074.074074074075
0,460000,3,3,200,0,3,Cash or Installment,2,0,2300.0
0,2250000,4,2,226,0,0,Cash,1,0,9955.752212389381
0,430000,2,1,128,0,0,Installment,2,188,3359.375
0,2600000,3,3,165,0,3,Cash or Installment,3,138,15757.575757575758
1,4375000,3,3,276,0,2,Cash or Installment,1,8,15851.449275362318
0,1000000,3,3,171,0,3,Cash,1,23,5847.953216374269
0,1400000,3,1,135,0,5,Cash,2,136,10370.37037037037
0,450000,2,1,130,0,3,Cash or Installment,2,170,3461.5384615384614
0,2640000,3,3,220,0,1,Cash,3,155,12000.0
0,5200000,4,4,275,0,2,Cash,1,177,18909.090909090908
0,1150000,3,1,100,0,3,Cash,1,25,11500.0
1,8250000,3,3,224,0,0,Cash,1,132,36830.357142857145
0,2400000,2,1,92,1,2,Cash,1,112,26086.956521739132
0,6000000,1,2,90,0,2,Cash,2,210,66666.66666666667
0,850000,3,3,200,0,2,Cash or Installment,2,137,4250.0
0,3800000,3,2,168,0,1,Cash,1,58,22619.04761904762
0,590000,3,2,150,0,4,Cash or Installment,2,159,3933.3333333333335
0,4150000,2,3,145,0,0,Cash,3,85,28620.689655172413
0,430000,2,1,140,0,2,Cash or Installment,1,135,3071.4285714285716
0,2600000,3,2,208,0,1,Installment,3,137,12500.0
0,4500000,4,3,250,0,3,Cash,1,0,18000.0
0,2300000,2,2,130,0,3,Cash,1,71,17692.30769230769
0,2780000,3,2,225,0,1,Cash,2,137,12355.555555555555
0,320000,1,1,60,0,2,Cash,1,125,5333.333333333333
0,2625000,3,3,175,0,1,Installment,3,170,15000.0
0,7300000,4,4,240,0,3,Cash,1,199,30416.666666666668
0,1500000,3,1,130,0,0,Cash,1,137,11538.461538461539
1,4000000,3,3,250,0,0,Installment,3,133,16000.0
1,2000000,3,2,276,0,0,Cash,3,4,7246.376811594203
0,1550000,2,2,140,1,6,Cash,1,18,11071.42857142857
0,2242000,3,2,190,0,1,Installment,3,166,11800.0
2,3100000,1,1,50,0,3,Cash,1,152,62000.0
0,3000000,3,3,130,0,2,Cash,1,123,23076.923076923078
0,3850000,3,3,153,0,2,Cash,0,65,25163.398692810457
0,390000,2,1,105,0,4,Cash,1,135,3714.285714285714
0,5600000,3,3,155,0,0,Cash,1,159,36129.032258064515
0,4219785,3,3,120,0,2,Cash,2,170,35164.875
0,5000000,1,1,83,0,2,Installment,1,137,60240.96385542169
0,3600000,3,2,148,0,2,Installment,2,148,24324.324324324323
0,5000000,3,3,250,0,4,Cash,3,177,20000.0
0,1872400,2,2,121,0,1,Cash or Installment,3,137,15474.380165289256
0,1950000,2,1,125,0,6,Cash,1,149,15600.0
0,3100000,4,3,200,0,8,Cash,1,95,15500.0
0,1450000,3,2,130,0,3,Cash,3,0,11153.846153846154
0,355000,2,1,120,0,5,Cash,1,135,2958.3333333333335
0,1260000,3,3,180,0,5,Installment,3,0,7000.0
0,6300000,3,2,150,0,2,Cash,1,206,42000.0
0,980000,3,1,150,0,6,Cash,1,174,6533.333333333333
0,5323000,3,3,170,0,2,Installment,3,170,31311.764705882353
0,3700000,2,3,153,0,3,Cash,3,137,24183.006535947712
0,1900000,3,1,145,0,2,Cash,0,47,13103.448275862069
0,1650000,3,2,135,0,4,Cash,1,0,12222.222222222223
0,1425000,3,3,190,0,3,Cash,3,0,7500.0
0,3575000,3,2,130,0,3,Installment,3,210,27500.0
0,500000,3,2,150,0,0,Cash or Installment,2,133,3333.3333333333335
0,1500000,3,2,150,0,1,Installment,3,137,10000.0
1,1100000,4,4,280,0,0,Cash or Installment,2,170,3928.5714285714284
0,2000000,4,2,160,0,8,Cash,0,177,12500.0
0,3200000,3,2,155,0,0,Cash,0,137,20645.16129032258
0,1417000,3,2,135,0,7,Cash,1,113,10496.296296296296
0,473800,3,3,127,0,1,Cash or Installment,1,112,3730.7086614173227
0,5000000,3,2,130,0,2,Cash or Installment,3,170,38461.53846153846
0,950000,3,1,125,0,2,Cash,1,168,7600.0
0,2862000,3,3,201,0,0,Cash or Installment,3,146,14238.805970149253
0,2500000,3,2,155,0,3,Cash,1,170,16129.032258064517
0,790000,3,3,216,0,5,Installment,0,137,3657.4074074074074
0,1250000,3,2,108,0,2,Cash or Installment,3,0,11574.074074074075
0,2525000,2,1,109,0,3,Installment,1,177,23165.1376146789
0,2850000,3,2,170,0,2,Cash,1,170,16764.70588235294
0,2600000,2,2,96,0,2,Cash,1,112,27083.333333333332
0,370000,2,1,105,0,4,Cash,1,135,3523.809523809524
0,324000,2,2,108,0,2,Cash or Installment,3,170,3000.0
0,750000,3,3,200,0,3,Cash or Installment,2,65,3750.0
0,2100000,3,2,170,0,0,Cash,1,0,12352.941176470587
0,7280000,2,2,139,0,0,Cash,2,105,52374.10071942446
0,2450000,3,2,200,0,2,Cash,1,124,12250.0
0,1400000,3,2,135,0,5,Cash,1,122,10370.37037037037
0,3240000,3,2,175,0,1,Cash or Installment,0,47,18514.285714285714
0,4900000,3,3,158,0,2,Cash,2,188,31012.6582278481
0,6499000,4,3,233,0,2,Cash or Installment,1,23,27892.703862660943
1,517000,4,3,225,0,0,Cash or Installment,1,99,2297.777777777778
0,2100000,3,3,160,0,3,Cash,1,160,13125.0
0,360000,2,1,110,0,7,Cash,1,135,3272.7272727272725
0,4600000,3,2,125,0,2,Cash or Installment,2,170,36800.0
0,270000,2,1,85,0,4,Cash,1,135,3176.470588235294
0,4430000,2,2,117,0,3,Cash or Installment,0,0,37863.24786324786
0,3500000,3,3,210,0,5,Cash,1,47,16666.666666666668
0,600000,3,2,165,0,2,Cash or Installment,2,188,3636.3636363636365
0,194000,3,3,195,0,0,Installment,3,36,994.8717948717949
0,550000,3,3,195,0,0,Cash or Installment,1,216,2820.5128205128203
0,305000,2,1,85,0,4,Cash,1,135,3588.235294117647
0,415000,3,1,130,0,0,Cash,1,135,3192.3076923076924
0,6000000,3,3,220,0,0,Installment,3,147,27272.727272727272
0,800000,3,2,130,0,0,Cash or Installment,2,22,6153.846153846154
0,2550000,3,2,103,0,5,Cash,1,112,24757.281553398057
0,2415000,3,3,210,0,3,Installment,3,0,11500.0
0,2150500,3,3,187,0,3,Installment,3,0,11500.0
0,2152212,3,3,235,0,2,Installment,3,133,9158.348936170212
0,435000,3,1,130,0,0,Cash,1,135,3346.153846153846
0,4527700,2,2,125,0,0,Cash or Installment,0,23,36221.6
1,832100,3,3,262,0,0,Cash or Installment,2,170,3175.9541984732823
0,1980000,2,1,67,0,1,Cash,1,112,29552.238805970148
1,395000,2,1,220,0,5,Cash,1,135,1795.4545454545455
0,650000,3,3,150,0,2,Installment,1,61,4333.333333333333
0,900000,3,2,116,0,5,Cash or Installment,1,112,7758.620689655172
0,3900000,3,3,120,0,2,Cash,2,170,32500.0
0,4850000,4,2,185,0,2,Cash or Installment,3,65,26216.216216216217
0,1850000,3,2,190,0,2,Cash,3,137,9736.842105263158
0,4300000,3,3,178,0,2,Cash or Installment,1,170,24157.303370786518
0,4750000,3,2,130,0,1,Cash or Installment,1,170,36538.46153846154
0,2507000,2,1,120,0,2,Cash or Installment,3,127,20891.666666666668
0,8413000,2,2,143,0,2,Cash or Installment,0,216,58832.167832167834
